Symbol,Market,Name
547,KOSPI,흥국화재2우B
545,KOSPI,흥국화재우
3280,KOSPI,흥아해운
60310,KOSDAQ,3S
54620,KOSDAQ,APS홀딩스
265520,KOSDAQ,AP시스템
211270,KOSDAQ,AP위성
35760,KOSDAQ,CJ ENM
51500,KOSDAQ,CJ프레시웨이
58820,KOSDAQ,CMG제약
23460,KOSDAQ,CNH
65770,KOSDAQ,CS
83660,KOSDAQ,CSA 코스믹
68790,KOSDAQ,DMS
241520,KOSDAQ,DSC인베스트먼트
245620,KOSDAQ,EDGC
37370,KOSDAQ,EG
79190,KOSDAQ,EMW
130500,KOSDAQ,GH신소재
900290,KOSDAQ,GRT
83450,KOSDAQ,GST
28150,KOSDAQ,GS홈쇼핑
45890,KOSDAQ,GV
78150,KOSDAQ,HB테크놀러지
36640,KOSDAQ,HRS
95340,KOSDAQ,ISC
99520,KOSDAQ,ITX-AI
950170,KOSDAQ,JTC
67290,KOSDAQ,JW신약
35900,KOSDAQ,JYP Ent.
24840,KOSDAQ,KBI메탈
24120,KOSDAQ,KB오토시스
21320,KOSDAQ,KCC건설
36670,KOSDAQ,KCI
44180,KOSDAQ,KD
151860,KOSDAQ,KG ETS
46440,KOSDAQ,KG모빌리언스
35600,KOSDAQ,KG이니시스
60720,KOSDAQ,KH바텍
122450,KOSDAQ,KMH
52900,KOSDAQ,KMH하이텍
58400,KOSDAQ,KNN
114450,KOSDAQ,KPX생명과학
36030,KOSDAQ,KTH
60370,KOSDAQ,KT서브마린
65150,KOSDAQ,MP그룹
219550,KOSDAQ,MP한강
160550,KOSDAQ,NEW
53290,KOSDAQ,NE능률
104200,KOSDAQ,NHN벅스
60250,KOSDAQ,NHN한국사이버결제
30190,KOSDAQ,NICE평가정보
78590,KOSDAQ,OQP
178920,KOSDAQ,PI첨단소재
24940,KOSDAQ,PN풍년
218410,KOSDAQ,RFHIC
91340,KOSDAQ,S&K폴리텍
19550,KOSDAQ,SBI인베스트먼트
950110,KOSDAQ,SBI핀테크솔루션즈
46140,KOSDAQ,SBS콘텐츠허브
36120,KOSDAQ,SCI평가정보
99220,KOSDAQ,SDN
36540,KOSDAQ,SFA반도체
255220,KOSDAQ,SG
40610,KOSDAQ,SG&G
49470,KOSDAQ,SGA
184230,KOSDAQ,SGA솔루션즈
16250,KOSDAQ,SGC이테크건설
36490,KOSDAQ,SK머티리얼즈
48550,KOSDAQ,SM C&C
63440,KOSDAQ,SM Life Design
950180,KOSDAQ,SNK
289080,KOSDAQ,SV인베스트먼트
89230,KOSDAQ,THE E&M
161570,KOSDAQ,THE MIDONG
32540,KOSDAQ,TJ미디어
48770,KOSDAQ,TPC
246690,KOSDAQ,TS인베스트먼트
317240,KOSDAQ,TS트릴리온
38340,KOSDAQ,UCI
73570,KOSDAQ,WI
52300,KOSDAQ,W홀딩컴퍼니
57030,KOSDAQ,YBM넷
40300,KOSDAQ,YTN
51390,KOSDAQ,YW
52220,KOSDAQ,iMBC
79940,KOSDAQ,가비아
78890,KOSDAQ,가온미디어
192410,KOSDAQ,감마누
217730,KOSDAQ,강스템바이오텍
114190,KOSDAQ,강원
94480,KOSDAQ,갤럭시아머니트리
63080,KOSDAQ,게임빌
44480,KOSDAQ,경남바이오파마
39240,KOSDAQ,경남스틸
53950,KOSDAQ,경남제약
223310,KOSDAQ,경남제약헬스케어
11040,KOSDAQ,경동제약
24910,KOSDAQ,경창산업
198440,KOSDAQ,고려시멘트
49720,KOSDAQ,고려신용정보
14570,KOSDAQ,고려제약
348150,KOSDAQ,고바이오랩
98460,KOSDAQ,고영
38530,KOSDAQ,골드퍼시픽
900280,KOSDAQ,골든센츄리
215000,KOSDAQ,골프존
121440,KOSDAQ,골프존뉴딘홀딩스
14200,KOSDAQ,광림
26910,KOSDAQ,광진실업
90150,KOSDAQ,광진윈텍
53270,KOSDAQ,구영테크
66620,KOSDAQ,국보디자인
43650,KOSDAQ,국순당
6050,KOSDAQ,국영지앤엠
60480,KOSDAQ,국일신동
78130,KOSDAQ,국일제지
307750,KOSDAQ,국전약품
204020,KOSDAQ,그리티
186230,KOSDAQ,그린플러스
900070,KOSDAQ,글로벌에스엠
204620,KOSDAQ,글로벌텍스프리
19660,KOSDAQ,글로본
32860,KOSDAQ,글로스퍼랩스
53260,KOSDAQ,금강철강
36190,KOSDAQ,금화피에스시
49080,KOSDAQ,기가레인
35460,KOSDAQ,기산텔레콤
308100,KOSDAQ,까스텔바작
187790,KOSDAQ,나노
286750,KOSDAQ,나노브릭
151910,KOSDAQ,나노스
121600,KOSDAQ,나노신소재
39860,KOSDAQ,나노엔텍
91970,KOSDAQ,나노캠텍
51490,KOSDAQ,나라엠앤디
190510,KOSDAQ,나무가
242040,KOSDAQ,나무기술
89600,KOSDAQ,나스미디어
293580,KOSDAQ,나우IB
138610,KOSDAQ,나이벡
130580,KOSDAQ,나이스디앤비
36800,KOSDAQ,나이스정보통신
267320,KOSDAQ,나인테크
111710,KOSDAQ,남화산업
91590,KOSDAQ,남화토건
168330,KOSDAQ,내츄럴엔도텍
56000,KOSDAQ,네스엠
253590,KOSDAQ,네오셈
212560,KOSDAQ,네오오토
95660,KOSDAQ,네오위즈
42420,KOSDAQ,네오위즈홀딩스
311390,KOSDAQ,네오크레마
85910,KOSDAQ,네오티스
92730,KOSDAQ,네오팜
290660,KOSDAQ,네오펙트
306620,KOSDAQ,네온테크
153460,KOSDAQ,네이블
7390,KOSDAQ,네이처셀
33640,KOSDAQ,네패스
330860,KOSDAQ,네패스아크
89140,KOSDAQ,넥스턴
65170,KOSDAQ,넥스트BT
137940,KOSDAQ,넥스트아이
348210,KOSDAQ,넥스틴
41140,KOSDAQ,넥슨지티
217270,KOSDAQ,넵튠
225570,KOSDAQ,넷게임즈
104620,KOSDAQ,노랑풍선
194700,KOSDAQ,노바렉스
285490,KOSDAQ,노바텍
278650,KOSDAQ,노터스
144510,KOSDAQ,녹십자랩셀
31390,KOSDAQ,녹십자셀
142280,KOSDAQ,녹십자엠에스
234690,KOSDAQ,녹십자웰빙
65560,KOSDAQ,녹원씨엔아이
54050,KOSDAQ,농우바이오
40160,KOSDAQ,누리텔레콤
69140,KOSDAQ,누리플랜
126870,KOSDAQ,뉴로스
60260,KOSDAQ,뉴보텍
12340,KOSDAQ,뉴인텍
214870,KOSDAQ,뉴지랩
270870,KOSDAQ,뉴트리
144960,KOSDAQ,뉴파워프라즈마
900100,KOSDAQ,뉴프라이드
85670,KOSDAQ,뉴프렉스
119860,KOSDAQ,다나와
64260,KOSDAQ,다날
93640,KOSDAQ,다믈멀티미디어
39560,KOSDAQ,다산네트웍스
32190,KOSDAQ,다우데이타
68240,KOSDAQ,다원시스
20400,KOSDAQ,대동금속
8830,KOSDAQ,대동기어
48470,KOSDAQ,대동스틸
4780,KOSDAQ,대륙제관
17650,KOSDAQ,대림제지
7720,KOSDAQ,대명소노시즌
317850,KOSDAQ,대모
290670,KOSDAQ,대보마그네틱
78140,KOSDAQ,대봉엘에스
36480,KOSDAQ,대성미생물
25440,KOSDAQ,대성엘텍
27830,KOSDAQ,대성창투
104040,KOSDAQ,대성파인텍
20180,KOSDAQ,대신정보통신
45390,KOSDAQ,대아티아이
108380,KOSDAQ,대양전기공업
6580,KOSDAQ,대양제지
7680,KOSDAQ,대원
48910,KOSDAQ,대원미디어
5710,KOSDAQ,대원산업
290380,KOSDAQ,대유
290120,KOSDAQ,대유에이피
120240,KOSDAQ,대정화금
3310,KOSDAQ,대주산업
78600,KOSDAQ,대주전자재료
96350,KOSDAQ,대창솔루션
140520,KOSDAQ,대창스틸
131220,KOSDAQ,대한과학
10170,KOSDAQ,대한광통신
60900,KOSDAQ,대한그린파워
54670,KOSDAQ,대한뉴팜
23910,KOSDAQ,대한약품
21040,KOSDAQ,대호피앤씨
21045,KOSDAQ,대호피앤씨우
67080,KOSDAQ,대화제약
298540,KOSDAQ,더네이쳐홀딩스
299170,KOSDAQ,더블유에스아이
35290,KOSDAQ,더블유에프엠
213420,KOSDAQ,덕산네오룩스
317330,KOSDAQ,덕산테코피아
77360,KOSDAQ,덕산하이메탈
90410,KOSDAQ,덕신하우징
263600,KOSDAQ,덕우전자
194480,KOSDAQ,데브시스터즈
263800,KOSDAQ,데이타솔루션
139050,KOSDAQ,데일리블록체인
206560,KOSDAQ,덱스터
261200,KOSDAQ,덴티스
67990,KOSDAQ,도이치모터스
6620,KOSDAQ,동구바이오제약
100130,KOSDAQ,동국S&C
5160,KOSDAQ,동국산업
75970,KOSDAQ,동국알앤에스
86450,KOSDAQ,동국제약
99410,KOSDAQ,동방선기
33500,KOSDAQ,동성화인텍
25950,KOSDAQ,동신건설
88130,KOSDAQ,동아엘텍
41930,KOSDAQ,동아화성
60380,KOSDAQ,동양에스텍
79960,KOSDAQ,동양이엔피
228340,KOSDAQ,동양파일
88910,KOSDAQ,동우팜투테이블
94170,KOSDAQ,동운아나텍
13120,KOSDAQ,동원개발
109860,KOSDAQ,동일금속
32960,KOSDAQ,동일기연
23790,KOSDAQ,동일철강
5290,KOSDAQ,동진쎄미켐
25900,KOSDAQ,동화기업
73190,KOSDAQ,듀오백
30350,KOSDAQ,드래곤플라이
203650,KOSDAQ,드림시큐리티
223250,KOSDAQ,드림씨아이에스
60570,KOSDAQ,드림어스컴퍼니
217620,KOSDAQ,디딤
187870,KOSDAQ,디바이스이엔지
66670,KOSDAQ,디스플레이텍
110990,KOSDAQ,디아이티
263690,KOSDAQ,디알젬
214680,KOSDAQ,디알텍
263720,KOSDAQ,디앤씨미디어
109740,KOSDAQ,디에스케이
33430,KOSDAQ,디에스티
131030,KOSDAQ,디에이치피코리아
196490,KOSDAQ,디에이테크놀로지
66900,KOSDAQ,디에이피
127120,KOSDAQ,디엔에이링크
92070,KOSDAQ,디엔에프
134580,KOSDAQ,디엠티
39840,KOSDAQ,디오
196450,KOSDAQ,디오스텍
104460,KOSDAQ,디와이피엔에프
79810,KOSDAQ,디이엔티
227100,KOSDAQ,디자인
113810,KOSDAQ,디젠스
43360,KOSDAQ,디지아이
197140,KOSDAQ,디지캡
106520,KOSDAQ,디지탈옵틱
68930,KOSDAQ,디지털대성
33130,KOSDAQ,디지틀조선
105740,KOSDAQ,디케이락
263020,KOSDAQ,디케이앤디
290550,KOSDAQ,디케이티
187220,KOSDAQ,디티앤씨
131180,KOSDAQ,딜리
317120,KOSDAQ,라닉스
42510,KOSDAQ,라온시큐어
300120,KOSDAQ,라온피플
50120,KOSDAQ,라이브플렉스
171120,KOSDAQ,라이온켐텍
69540,KOSDAQ,라이트론
214260,KOSDAQ,라파스
171010,KOSDAQ,램테크놀러지
84650,KOSDAQ,랩지노믹스
217500,KOSDAQ,러셀
33600,KOSDAQ,럭슬
141080,KOSDAQ,레고켐바이오
60300,KOSDAQ,레드로버
38390,KOSDAQ,레드캡투어
294140,KOSDAQ,레몬
228670,KOSDAQ,레이
228850,KOSDAQ,레이언스
281740,KOSDAQ,레이크머티리얼즈
215100,KOSDAQ,로보로보
90360,KOSDAQ,로보스타
108490,KOSDAQ,로보티즈
900260,KOSDAQ,로스웰
67730,KOSDAQ,로지시스
71280,KOSDAQ,로체시스템즈
38060,KOSDAQ,루멘스
85370,KOSDAQ,루트로닉
60240,KOSDAQ,룽투코리아
58470,KOSDAQ,리노공업
39980,KOSDAQ,리노스
19570,KOSDAQ,리더스 기술투자
16100,KOSDAQ,리더스코스메틱
12700,KOSDAQ,리드코프
302550,KOSDAQ,리메드
29480,KOSDAQ,릭스솔루션
277070,KOSDAQ,린드먼아시아
42500,KOSDAQ,링네트
219420,KOSDAQ,링크제니시스
195500,KOSDAQ,마니커에프앤지
222810,KOSDAQ,마이더스AI
305090,KOSDAQ,마이크로디지탈
98120,KOSDAQ,마이크로컨텍솔
147760,KOSDAQ,마이크로프랜드
38290,KOSDAQ,마크로젠
267980,KOSDAQ,매일유업
5990,KOSDAQ,매일홀딩스
127160,KOSDAQ,매직마이크로
93520,KOSDAQ,매커스
141070,KOSDAQ,맥스로텍
100590,KOSDAQ,머큐리
67280,KOSDAQ,멀티캠퍼스
72870,KOSDAQ,메가스터디
215200,KOSDAQ,메가스터디교육
133750,KOSDAQ,메가엠디
235980,KOSDAQ,메드팩토
41920,KOSDAQ,메디아나
14100,KOSDAQ,메디앙스
54180,KOSDAQ,메디콕스
86900,KOSDAQ,메디톡스
78160,KOSDAQ,메디포스트
65650,KOSDAQ,메디프론
21880,KOSDAQ,메이슨캐피탈
140410,KOSDAQ,메지온
241770,KOSDAQ,메카로
59210,KOSDAQ,메타바이오메드
327260,KOSDAQ,메탈라이프
58110,KOSDAQ,멕아이씨에스
96640,KOSDAQ,멜파스
257370,KOSDAQ,명성티엔에스
80420,KOSDAQ,모다이노칩
80160,KOSDAQ,모두투어
100030,KOSDAQ,모바일리더
87260,KOSDAQ,모바일어플라이언스
101330,KOSDAQ,모베이스
12860,KOSDAQ,모베이스전자
250060,KOSDAQ,모비스
33200,KOSDAQ,모아텍
118990,KOSDAQ,모트렉스
6920,KOSDAQ,모헨즈
1810,KOSDAQ,무림SP
279600,KOSDAQ,미디어젠
28040,KOSDAQ,미래SCI
95500,KOSDAQ,미래나노텍
218150,KOSDAQ,미래생명자원
100790,KOSDAQ,미래에셋벤처투자
49950,KOSDAQ,미래컴퍼니
213090,KOSDAQ,미래테크놀로지
207760,KOSDAQ,미스터블루
59090,KOSDAQ,미코
214610,KOSDAQ,미코바이오메드
201490,KOSDAQ,미투온
950190,KOSDAQ,미투젠
214180,KOSDAQ,민앤지
206640,KOSDAQ,바디텍메드
18700,KOSDAQ,바른손
35620,KOSDAQ,바른손이앤에이
64520,KOSDAQ,바른전자
53030,KOSDAQ,바이넥스
301300,KOSDAQ,바이브컴퍼니
64550,KOSDAQ,바이오니아
208710,KOSDAQ,바이오로그디바이스
142760,KOSDAQ,바이오리더스
86820,KOSDAQ,바이오솔루션
38460,KOSDAQ,바이오스마트
86040,KOSDAQ,바이오톡스텍
32980,KOSDAQ,바이온
43150,KOSDAQ,바텍
323990,KOSDAQ,박셀바이오
267790,KOSDAQ,배럴
46310,KOSDAQ,백금T&A
36620,KOSDAQ,버추얼텍
66410,KOSDAQ,버킷스튜디오
206400,KOSDAQ,베노홀딩스
19010,KOSDAQ,베뉴지
177350,KOSDAQ,베셀
299910,KOSDAQ,베스파
225530,KOSDAQ,보광산업
250000,KOSDAQ,보라티알
6910,KOSDAQ,보성파워텍
226340,KOSDAQ,본느
14470,KOSDAQ,부방
8470,KOSDAQ,부스타
100120,KOSDAQ,뷰웍스
337930,KOSDAQ,브랜드엑스코퍼레이션
66980,KOSDAQ,브레인콘텐츠
64480,KOSDAQ,브리지텍
288330,KOSDAQ,브릿지바이오테라퓨틱스
251630,KOSDAQ,브이원텍
18290,KOSDAQ,브이티지엠피
263920,KOSDAQ,블러썸엠앤씨
33560,KOSDAQ,블루콤
126340,KOSDAQ,비나텍
121800,KOSDAQ,비덴트
148140,KOSDAQ,비디아이
82800,KOSDAQ,비보존 헬스케어
318410,KOSDAQ,비비씨
200780,KOSDAQ,비씨월드제약
141000,KOSDAQ,비아트론
90460,KOSDAQ,비에이치
83650,KOSDAQ,비에이치아이
86670,KOSDAQ,비엠티
335890,KOSDAQ,비올
138580,KOSDAQ,비즈니스온
82920,KOSDAQ,비츠로셀
54220,KOSDAQ,비츠로시스
42370,KOSDAQ,비츠로테크
32850,KOSDAQ,비트컴퓨터
238200,KOSDAQ,비피도
93190,KOSDAQ,빅솔론
65450,KOSDAQ,빅텍
72950,KOSDAQ,빛샘전자
143240,KOSDAQ,사람인에이치알
100090,KOSDAQ,삼강엠앤티
122350,KOSDAQ,삼기
14970,KOSDAQ,삼륭물산
18310,KOSDAQ,삼목에스폼
53700,KOSDAQ,삼보모터스
9620,KOSDAQ,삼보산업
23600,KOSDAQ,삼보판지
111870,KOSDAQ,삼본전자
9300,KOSDAQ,삼아제약
225190,KOSDAQ,삼양옵틱스
54540,KOSDAQ,삼영엠텍
65570,KOSDAQ,삼영이엔씨
32280,KOSDAQ,삼일
2290,KOSDAQ,삼일기업공사
37460,KOSDAQ,삼지전자
32750,KOSDAQ,삼진
54090,KOSDAQ,삼진엘앤디
250,KOSDAQ,삼천당제약
24950,KOSDAQ,삼천리자전거
38500,KOSDAQ,삼표시멘트
17480,KOSDAQ,삼현철강
46390,KOSDAQ,삼화네트웍스
27580,KOSDAQ,상보
38540,KOSDAQ,상상인
101000,KOSDAQ,상상인인더스트리
91580,KOSDAQ,상신이디피
263810,KOSDAQ,상신전자
89980,KOSDAQ,상아프론테크
42940,KOSDAQ,상지카일룸
42600,KOSDAQ,새로닉스
263540,KOSDAQ,샘코
294630,KOSDAQ,서남
38070,KOSDAQ,서린바이오
6730,KOSDAQ,서부T&D
79650,KOSDAQ,서산
100660,KOSDAQ,서암기계공업
19770,KOSDAQ,서연탑메탈
43710,KOSDAQ,서울리거
92190,KOSDAQ,서울바이오시스
46890,KOSDAQ,서울반도체
63170,KOSDAQ,서울옥션
27040,KOSDAQ,서울전자통신
18680,KOSDAQ,서울제약
93920,KOSDAQ,서원인텍
189860,KOSDAQ,서전기전
178320,KOSDAQ,서진시스템
122690,KOSDAQ,서진오토모티브
140070,KOSDAQ,서플러스글로벌
11370,KOSDAQ,서한
65710,KOSDAQ,서호전기
35890,KOSDAQ,서희건설
357550,KOSDAQ,석경에이티
3100,KOSDAQ,선광
123420,KOSDAQ,선데이토즈
171090,KOSDAQ,선익시스템
14620,KOSDAQ,성광벤드
37350,KOSDAQ,성도이엔지
81580,KOSDAQ,성우전자
45300,KOSDAQ,성우테크론
15750,KOSDAQ,성우하이텍
80470,KOSDAQ,성창오토텍
43260,KOSDAQ,성호전자
148150,KOSDAQ,세경하이테크
53060,KOSDAQ,세동
17510,KOSDAQ,세명전기
214310,KOSDAQ,세미콘라이트
11560,KOSDAQ,세보엠이씨
100700,KOSDAQ,세운메디칼
234100,KOSDAQ,세원
24830,KOSDAQ,세원물산
258830,KOSDAQ,세종메디칼
36630,KOSDAQ,세종텔레콤
39310,KOSDAQ,세중
67770,KOSDAQ,세진티에스
53450,KOSDAQ,세코닉스
234340,KOSDAQ,세틀뱅크
252500,KOSDAQ,세화피앤씨
347000,KOSDAQ,센코
51980,KOSDAQ,센트럴바이오
331920,KOSDAQ,셀레믹스
49180,KOSDAQ,셀루메드
299660,KOSDAQ,셀리드
268600,KOSDAQ,셀리버리
108860,KOSDAQ,셀바스AI
208370,KOSDAQ,셀바스헬스케어
68760,KOSDAQ,셀트리온제약
91990,KOSDAQ,셀트리온헬스케어
290690,KOSDAQ,소룩스
53110,KOSDAQ,소리바다
950200,KOSDAQ,소마젠(Reg.S)
32680,KOSDAQ,소프트센
32685,KOSDAQ,소프트센우
258790,KOSDAQ,소프트캠프
66910,KOSDAQ,손오공
43100,KOSDAQ,솔고바이오
154040,KOSDAQ,솔루에타
35610,KOSDAQ,솔본
357780,KOSDAQ,솔브레인
36830,KOSDAQ,솔브레인홀딩스
304100,KOSDAQ,솔트룩스
86980,KOSDAQ,쇼박스
50960,KOSDAQ,수산아이앤티
84180,KOSDAQ,수성
253840,KOSDAQ,수젠텍
58530,KOSDAQ,슈펙스비앤피
236200,KOSDAQ,슈프리마
317770,KOSDAQ,슈프리마아이디
94840,KOSDAQ,슈프리마에이치큐
192440,KOSDAQ,슈피겐코리아
99440,KOSDAQ,스맥
33790,KOSDAQ,스카이문스테크놀로지
131100,KOSDAQ,스카이이앤엠
159910,KOSDAQ,스킨앤스킨
158310,KOSDAQ,스타모빌리티
115570,KOSDAQ,스타플렉스
253450,KOSDAQ,스튜디오드래곤
204630,KOSDAQ,스튜디오산타클로스
13810,KOSDAQ,스페코
49830,KOSDAQ,승일
20710,KOSDAQ,시공테크
33170,KOSDAQ,시그네틱스
48870,KOSDAQ,시너지이노베이션
25320,KOSDAQ,시노펙스
269620,KOSDAQ,시스웍
131090,KOSDAQ,시큐브
290520,KOSDAQ,신도기연
1000,KOSDAQ,신라섬유
25870,KOSDAQ,신라에스지
215600,KOSDAQ,신라젠
65350,KOSDAQ,신성델타테크
2800,KOSDAQ,신신제약
17000,KOSDAQ,신원종합개발
12790,KOSDAQ,신일제약
138070,KOSDAQ,신진에스엠
226330,KOSDAQ,신테카바이오
56700,KOSDAQ,신화인터텍
187270,KOSDAQ,신화콘텍
243840,KOSDAQ,신흥에스이씨
108320,KOSDAQ,실리콘웍스
222800,KOSDAQ,심텍
36710,KOSDAQ,심텍홀딩스
160980,KOSDAQ,싸이맥스
217330,KOSDAQ,싸이토젠
10280,KOSDAQ,쌍용정보통신
208640,KOSDAQ,썸에이지
222420,KOSDAQ,쎄노텍
37760,KOSDAQ,쎄니트
136510,KOSDAQ,쎄미시스코
99320,KOSDAQ,쎄트렉아이
49960,KOSDAQ,쎌바이오텍
50890,KOSDAQ,쏠리드
66790,KOSDAQ,씨씨에스
222080,KOSDAQ,씨아이에스
264660,KOSDAQ,씨앤지하이테크
297090,KOSDAQ,씨에스베어링
115530,KOSDAQ,씨엔플러스
225330,KOSDAQ,씨엠에스에듀
115480,KOSDAQ,씨유메디칼
96530,KOSDAQ,씨젠
900120,KOSDAQ,씨케이에이치
101240,KOSDAQ,씨큐브
60590,KOSDAQ,씨티씨바이오
260930,KOSDAQ,씨티케이코스메틱스
13990,KOSDAQ,아가방컴퍼니
123860,KOSDAQ,아나패스
25980,KOSDAQ,아난티
50320,KOSDAQ,아래스
58220,KOSDAQ,아리온
125210,KOSDAQ,아모그린텍
52710,KOSDAQ,아모텍
74430,KOSDAQ,아미노로직스
92040,KOSDAQ,아미코젠
83930,KOSDAQ,아바코
149950,KOSDAQ,아바텍
36010,KOSDAQ,아비코전자
50860,KOSDAQ,아세아텍
246720,KOSDAQ,아스타
67390,KOSDAQ,아스트
127710,KOSDAQ,아시아경제
154030,KOSDAQ,아시아종묘
227610,KOSDAQ,아우딘퓨쳐스
143160,KOSDAQ,아이디스
54800,KOSDAQ,아이디스홀딩스
332370,KOSDAQ,아이디피
339950,KOSDAQ,아이비김영
99190,KOSDAQ,아이센스
289010,KOSDAQ,아이스크림에듀
214430,KOSDAQ,아이쓰리시스템
40910,KOSDAQ,아이씨디
68940,KOSDAQ,아이씨케이
52860,KOSDAQ,아이앤씨
69920,KOSDAQ,아이에스이커머스
38880,KOSDAQ,아이에이
123010,KOSDAQ,아이에이네트웍스
307180,KOSDAQ,아이엘사이언스
101390,KOSDAQ,아이엠
90740,KOSDAQ,아이엠이연이
226350,KOSDAQ,아이엠텍
78860,KOSDAQ,아이오케이
114810,KOSDAQ,아이원스
31310,KOSDAQ,아이즈비전
185490,KOSDAQ,아이진
59100,KOSDAQ,아이컴포넌트
175250,KOSDAQ,아이큐어
52460,KOSDAQ,아이크래프트
119830,KOSDAQ,아이텍
52770,KOSDAQ,아이톡시
124500,KOSDAQ,아이티센
84850,KOSDAQ,아이티엠반도체
27360,KOSDAQ,아주IB투자
32080,KOSDAQ,아즈텍WB
13310,KOSDAQ,아진산업
59120,KOSDAQ,아진엑스텍
158430,KOSDAQ,아톤
67160,KOSDAQ,아프리카TV
1540,KOSDAQ,안국약품
53800,KOSDAQ,안랩
65660,KOSDAQ,안트로젠
297570,KOSDAQ,알로이스
260660,KOSDAQ,알리코제약
131370,KOSDAQ,알서포트
140670,KOSDAQ,알에스오토메이션
96610,KOSDAQ,알에프세미
61040,KOSDAQ,알에프텍
148250,KOSDAQ,알엔투테크놀로지
347860,KOSDAQ,알체라
196170,KOSDAQ,알테오젠
123750,KOSDAQ,알톤스포츠
85810,KOSDAQ,알티캐스트
117670,KOSDAQ,알파홀딩스
291650,KOSDAQ,압타머사이언스
293780,KOSDAQ,압타바이오
196300,KOSDAQ,애니젠
310200,KOSDAQ,애니플러스
205500,KOSDAQ,액션스퀘어
52790,KOSDAQ,액토즈소프트
131400,KOSDAQ,액트
290740,KOSDAQ,액트로
238090,KOSDAQ,앤디포스
92600,KOSDAQ,앤씨앤
129890,KOSDAQ,앱코
174900,KOSDAQ,앱클론
255440,KOSDAQ,야스
30960,KOSDAQ,양지사
102120,KOSDAQ,어보브반도체
238120,KOSDAQ,얼라인드
19990,KOSDAQ,에너토크
41440,KOSDAQ,에버다임
38680,KOSDAQ,에스넷
217480,KOSDAQ,에스디생명공학
121890,KOSDAQ,에스디시스템
97780,KOSDAQ,에스맥
42110,KOSDAQ,에스씨디
298060,KOSDAQ,에스씨엠생명과학
65420,KOSDAQ,에스아이리소스
103230,KOSDAQ,에스앤더블류
900080,KOSDAQ,에스앤씨엔진그룹
101490,KOSDAQ,에스앤에스텍
95910,KOSDAQ,에스에너지
275630,KOSDAQ,에스에스알
31330,KOSDAQ,에스에이엠티
60540,KOSDAQ,에스에이티
56190,KOSDAQ,에스에프에이
80000,KOSDAQ,에스엔유
41510,KOSDAQ,에스엠
7820,KOSDAQ,에스엠코어
109610,KOSDAQ,에스와이
306040,KOSDAQ,에스제이그룹
80440,KOSDAQ,에스제이케이
96630,KOSDAQ,에스코넥
69510,KOSDAQ,에스텍
41910,KOSDAQ,에스텍파마
234300,KOSDAQ,에스트래픽
39440,KOSDAQ,에스티아이
98660,KOSDAQ,에스티오
52020,KOSDAQ,에스티큐브
237690,KOSDAQ,에스티팜
50760,KOSDAQ,에스폴리텍
288620,KOSDAQ,에스퓨얼셀
317830,KOSDAQ,에스피시스템스
58610,KOSDAQ,에스피지
43340,KOSDAQ,에쎈테크
54630,KOSDAQ,에이디칩스
200710,KOSDAQ,에이디테크놀로지
96690,KOSDAQ,에이루트
298380,KOSDAQ,에이비엘바이오
195990,KOSDAQ,에이비프로바이오
3800,KOSDAQ,에이스침대
88800,KOSDAQ,에이스테크
241840,KOSDAQ,에이스토리
138360,KOSDAQ,에이씨티
39230,KOSDAQ,에이아이비트
312610,KOSDAQ,에이에프더블류
72990,KOSDAQ,에이치시티
176440,KOSDAQ,에이치엔티
28300,KOSDAQ,에이치엘비
67630,KOSDAQ,에이치엘비생명과학
47920,KOSDAQ,에이치엘비제약
43220,KOSDAQ,에이치엘비파워
239610,KOSDAQ,에이치엘사이언스
44780,KOSDAQ,에이치케이
71670,KOSDAQ,에이테크솔루션
45660,KOSDAQ,에이텍
224110,KOSDAQ,에이텍티앤
230980,KOSDAQ,에이트원
21080,KOSDAQ,에이티넘인베스트
89530,KOSDAQ,에이티세미콘
200470,KOSDAQ,에이팩트
73070,KOSDAQ,에이팸
262260,KOSDAQ,에이프로
109960,KOSDAQ,에이프로젠 H&G
89970,KOSDAQ,에이피티씨
230240,KOSDAQ,에치에프알
64510,KOSDAQ,에코마이스터
230360,KOSDAQ,에코마케팅
38870,KOSDAQ,에코바이오
128540,KOSDAQ,에코캡
86520,KOSDAQ,에코프로
247540,KOSDAQ,에코프로비엠
38110,KOSDAQ,에코플라스틱
73540,KOSDAQ,에프알텍
64850,KOSDAQ,에프앤가이드
64090,KOSDAQ,에프앤리퍼블릭
36810,KOSDAQ,에프에스티
173940,KOSDAQ,에프엔씨엔터
83500,KOSDAQ,에프엔에스테크
54940,KOSDAQ,엑사이엔씨
950130,KOSDAQ,엑세스바이오
205100,KOSDAQ,엑셈
70300,KOSDAQ,엑스큐어
92870,KOSDAQ,엑시콘
317870,KOSDAQ,엔바이오니아
67570,KOSDAQ,엔브이에이치코리아
101400,KOSDAQ,엔시트론
217820,KOSDAQ,엔에스
31860,KOSDAQ,엔에스엔
265740,KOSDAQ,엔에프씨
354200,KOSDAQ,엔젠바이오
208860,KOSDAQ,엔지스테크널러지
183490,KOSDAQ,엔지켐생명과학
182400,KOSDAQ,엔케이맥스
69410,KOSDAQ,엔텔스
227950,KOSDAQ,엔투텍
198080,KOSDAQ,엔피디
48830,KOSDAQ,엔피케이
96870,KOSDAQ,엘디티
